Sale ID,Date,Shop,Product,Quantity,Unit price,Amount
S000001277,2020-05-26,shop_37,SHO_57,1.0,60.0,60.0
S000001278,2020-05-25,shop_38,SHO_58,3.0,60.0,180.0
S000001279,2020-05-24,shop_39,SHO_59,1.0,60.0,60.0
S000001280,2020-05-23,shop_0,SHO_60,2.0,60.0,120.0
S000001281,2020-05-22,shop_1,TAB_0,2.0,210.0,420.0
S000001282,2020-05-21,shop_2,TAB_1,1.0,300.0,300.0
S000001283,2020-05-20,shop_3,CHA_2,1.0,60.0,60.0
S000001284,2020-05-19,shop_4,BED_3,1.0,150.0,150.0
S000001285,2020-05-18,shop_5,BED_4,4.0,300.0,1200.0
S000001286,2020-05-17,shop_6,BED_5,1.0,395.0,395.0
S000001287,2020-05-16,shop_7,BED_6,1.0,440.0,440.0
S000001288,2020-05-15,shop_8,TSH_7,1.0,20.0,20.0
S000001289,2020-05-14,shop_9,TSH_8,2.0,20.0,40.0
S000001290,2020-06-12,shop_10,TSH_9,1.0,22.0,22.0
S000001291,2020-06-11,shop_11,TSH_10,3.0,24.0,72.0
S000001292,2020-06-10,shop_12,TSH_11,1.0,24.0,24.0
S000001293,2020-06-09,shop_13,HOO_12,2.0,45.0,90.0
S000001294,2020-06-08,shop_14,HOO_13,2.0,48.0,96.0
S000001295,2020-06-07,shop_15,HOO_14,1.0,49.0,49.0
S000001296,2020-06-06,shop_16,SHO_15,1.0,60.0,60.0
S000001297,2020-06-05,shop_17,SHO_16,1.0,60.0,60.0
S000001298,2020-06-04,shop_18,SHO_17,4.0,60.0,240.0
S000001299,2020-06-03,shop_19,SHO_18,1.0,60.0,60.0
S000001300,2020-06-02,shop_20,SHO_19,1.0,60.0,60.0
S000001301,2020-06-01,shop_21,SHO_20,1.0,60.0,60.0
S000001302,2020-05-31,shop_22,TAB_21,2.0,210.0,420.0
S000001303,2020-05-30,shop_23,TAB_22,1.0,300.0,300.0
S000001304,2020-05-29,shop_24,CHA_23,3.0,60.0,180.0
S000001305,2020-05-28,shop_25,BED_24,1.0,150.0,150.0
S000001306,2020-05-27,shop_26,BED_25,2.0,300.0,600.0
S000001307,2020-05-26,shop_27,BED_26,2.0,395.0,790.0
S000001308,2020-05-25,shop_28,BED_27,1.0,440.0,440.0
S000001309,2020-05-24,shop_29,TSH_28,1.0,20.0,20.0
S000001310,2020-05-23,shop_30,TSH_29,1.0,20.0,20.0
S000001311,2020-05-22,shop_31,TSH_30,4.0,22.0,88.0
S000001312,2020-05-21,shop_32,TSH_31,1.0,24.0,24.0
S000001313,2020-05-20,shop_33,TSH_32,1.0,24.0,24.0
S000001314,2020-05-19,shop_34,HOO_33,1.0,45.0,45.0
S000001315,2020-05-18,shop_35,HOO_34,2.0,48.0,96.0
S000001316,2020-05-17,shop_36,HOO_35,1.0,49.0,49.0
S000001317,2020-05-16,shop_37,SHO_36,3.0,60.0,180.0
S000001318,2020-05-15,shop_38,SHO_37,1.0,60.0,60.0
S000001319,2020-05-14,shop_39,SHO_38,2.0,60.0,120.0
S000001320,2020-06-12,shop_0,SHO_39,2.0,60.0,120.0
S000001321,2020-06-11,shop_1,SHO_40,1.0,60.0,60.0
S000001322,2020-06-10,shop_2,SHO_41,1.0,60.0,60.0
S000001323,2020-06-09,shop_3,TAB_42,1.0,210.0,210.0
S000001324,2020-06-08,shop_4,TAB_43,4.0,300.0,1200.0
S000001325,2020-06-07,shop_5,CHA_44,1.0,60.0,60.0
S000001326,2020-06-06,shop_6,BED_45,1.0,150.0,150.0
S000001327,2020-06-05,shop_7,BED_46,1.0,300.0,300.0
S000001328,2020-06-04,shop_8,BED_47,2.0,395.0,790.0
S000001329,2020-06-03,shop_9,BED_48,1.0,440.0,440.0
S000001330,2020-06-02,shop_10,TSH_49,3.0,20.0,60.0
S000001331,2020-06-01,shop_11,TSH_50,1.0,20.0,20.0
S000001332,2020-05-31,shop_12,TSH_51,2.0,22.0,44.0
S000001333,2020-05-30,shop_13,TSH_52,2.0,24.0,48.0
S000001334,2020-05-29,shop_14,TSH_53,1.0,24.0,24.0
S000001335,2020-05-28,shop_15,HOO_54,1.0,45.0,45.0
S000001336,2020-05-27,shop_16,HOO_55,1.0,48.0,48.0
S000001337,2020-05-26,shop_17,HOO_56,4.0,49.0,196.0
S000001338,2020-05-25,shop_18,SHO_57,1.0,60.0,60.0
S000001339,2020-05-24,shop_19,SHO_58,1.0,60.0,60.0
S000001340,2020-05-23,shop_20,SHO_59,1.0,60.0,60.0
S000001341,2020-05-22,shop_21,SHO_60,2.0,60.0,120.0
S000001342,2020-05-21,shop_22,TAB_0,1.0,210.0,210.0
S000001343,2020-05-20,shop_23,TAB_1,3.0,300.0,900.0
S000001344,2020-05-19,shop_24,CHA_2,1.0,60.0,60.0
S000001345,2020-05-18,shop_25,BED_3,2.0,150.0,300.0
S000001346,2020-05-17,shop_26,BED_4,2.0,300.0,600.0
S000001347,2020-05-16,shop_27,BED_5,1.0,395.0,395.0
S000001348,2020-05-15,shop_28,BED_6,1.0,440.0,440.0
S000001349,2020-05-14,shop_29,TSH_7,1.0,20.0,20.0
S000001350,2020-06-12,shop_30,TSH_8,4.0,20.0,80.0
S000001351,2020-06-11,shop_31,TSH_9,1.0,22.0,22.0
S000001352,2020-06-10,shop_32,TSH_10,1.0,24.0,24.0
S000001353,2020-06-09,shop_33,TSH_11,1.0,24.0,24.0
S000001354,2020-06-08,shop_34,HOO_12,2.0,45.0,90.0
S000001355,2020-06-07,shop_35,HOO_13,1.0,48.0,48.0
S000001356,2020-06-06,shop_36,HOO_14,3.0,49.0,147.0
S000001357,2020-06-05,shop_37,SHO_15,1.0,60.0,60.0
S000001358,2020-06-04,shop_38,SHO_16,2.0,60.0,120.0
S000001359,2020-06-03,shop_39,SHO_17,2.0,60.0,120.0
S000001360,2020-06-02,shop_0,SHO_18,1.0,60.0,60.0
S000001361,2020-06-01,shop_1,SHO_19,1.0,60.0,60.0
S000001362,2020-05-31,shop_2,SHO_20,1.0,60.0,60.0
S000001363,2020-05-30,shop_3,TAB_21,4.0,210.0,840.0
S000001364,2020-05-29,shop_4,TAB_22,1.0,300.0,300.0
S000001365,2020-05-28,shop_5,CHA_23,1.0,60.0,60.0
S000001366,2020-05-27,shop_6,BED_24,1.0,150.0,150.0
S000001367,2020-05-26,shop_7,BED_25,2.0,300.0,600.0
S000001368,2020-05-25,shop_8,BED_26,1.0,395.0,395.0
S000001369,2020-05-24,shop_9,BED_27,3.0,440.0,1320.0
S000001370,2020-05-23,shop_10,TSH_28,1.0,20.0,20.0
S000001371,2020-05-22,shop_11,TSH_29,2.0,20.0,40.0
S000001372,2020-05-21,shop_12,TSH_30,2.0,22.0,44.0
S000001373,2020-05-20,shop_13,TSH_31,1.0,24.0,24.0
S000001374,2020-05-19,shop_14,TSH_32,1.0,24.0,24.0
S000001375,2020-05-18,shop_15,HOO_33,1.0,45.0,45.0
S000001376,2020-05-17,shop_16,HOO_34,4.0,48.0,192.0
S000001377,2020-05-16,shop_17,HOO_35,1.0,49.0,49.0
S000001378,2020-05-15,shop_18,SHO_36,1.0,60.0,60.0
S000001379,2020-05-14,shop_19,SHO_37,1.0,60.0,60.0
S000001380,2020-06-12,shop_20,SHO_38,2.0,60.0,120.0
S000001381,2020-06-11,shop_21,SHO_39,1.0,60.0,60.0
S000001382,2020-06-10,shop_22,SHO_40,3.0,60.0,180.0
S000001383,2020-06-09,shop_23,SHO_41,1.0,60.0,60.0
S000001384,2020-06-08,shop_24,TAB_42,2.0,210.0,420.0
S000001385,2020-06-07,shop_25,TAB_43,2.0,300.0,600.0
S000001386,2020-06-06,shop_26,CHA_44,1.0,60.0,60.0
S000001387,2020-06-05,shop_27,BED_45,1.0,150.0,150.0
S000001388,2020-06-04,shop_28,BED_46,1.0,300.0,300.0
S000001389,2020-06-03,shop_29,BED_47,4.0,395.0,1580.0
S000001390,2020-06-02,shop_30,BED_48,1.0,440.0,440.0
S000001391,2020-06-01,shop_31,TSH_49,1.0,20.0,20.0
S000001392,2020-05-31,shop_32,TSH_50,1.0,20.0,20.0
S000001393,2020-05-30,shop_33,TSH_51,2.0,22.0,44.0
S000001394,2020-05-29,shop_34,TSH_52,1.0,24.0,24.0
S000001395,2020-05-28,shop_35,TSH_53,3.0,24.0,72.0
S000001396,2020-05-27,shop_36,HOO_54,1.0,45.0,45.0
S000001397,2020-05-26,shop_37,HOO_55,2.0,48.0,96.0
S000001398,2020-05-25,shop_38,HOO_56,2.0,49.0,98.0
S000001399,2020-05-24,shop_39,SHO_57,1.0,60.0,60.0
S000001400,2020-05-23,shop_0,SHO_58,1.0,60.0,60.0
S000001401,2020-05-22,shop_1,SHO_59,1.0,60.0,60.0
S000001402,2020-05-21,shop_2,SHO_60,4.0,60.0,240.0
S000001403,2020-05-20,shop_3,TAB_0,1.0,210.0,210.0
S000001404,2020-05-19,shop_4,TAB_1,1.0,300.0,300.0
S000001405,2020-05-18,shop_5,CHA_2,1.0,60.0,60.0
S000001406,2020-05-17,shop_6,BED_3,2.0,150.0,300.0
S000001407,2020-05-16,shop_7,BED_4,1.0,300.0,300.0
S000001408,2020-05-15,shop_8,BED_5,3.0,395.0,1185.0
S000001409,2020-05-14,shop_9,BED_6,1.0,440.0,440.0
S000001410,2020-06-12,shop_10,TSH_7,2.0,20.0,40.0
S000001411,2020-06-11,shop_11,TSH_8,2.0,20.0,40.0
S000001412,2020-06-10,shop_12,TSH_9,1.0,22.0,22.0
S000001413,2020-06-09,shop_13,TSH_10,1.0,24.0,24.0
S000001414,2020-06-08,shop_14,TSH_11,1.0,24.0,24.0
S000001415,2020-06-07,shop_15,HOO_12,4.0,45.0,180.0
S000001416,2020-06-06,shop_16,HOO_13,1.0,48.0,48.0
S000001417,2020-06-05,shop_17,HOO_14,1.0,49.0,49.0
S000001418,2020-06-04,shop_18,SHO_15,1.0,60.0,60.0
S000001419,2020-06-03,shop_19,SHO_16,2.0,60.0,120.0
S000001420,2020-06-02,shop_20,SHO_17,1.0,60.0,60.0
S000001421,2020-06-01,shop_21,SHO_18,3.0,60.0,180.0
S000001422,2020-05-31,shop_22,SHO_19,1.0,60.0,60.0
S000001423,2020-05-30,shop_23,SHO_20,2.0,60.0,120.0
S000001424,2020-05-29,shop_24,TAB_21,2.0,210.0,420.0
S000001425,2020-05-28,shop_25,TAB_22,1.0,300.0,300.0
S000001426,2020-05-27,shop_26,CHA_23,1.0,60.0,60.0
S000001427,2020-05-26,shop_27,BED_24,1.0,150.0,150.0
S000001428,2020-05-25,shop_28,BED_25,4.0,300.0,1200.0
S000001429,2020-05-24,shop_29,BED_26,1.0,395.0,395.0
S000001430,2020-05-23,shop_30,BED_27,1.0,440.0,440.0
S000001431,2020-05-22,shop_31,TSH_28,1.0,20.0,20.0
S000001432,2020-05-21,shop_32,TSH_29,2.0,20.0,40.0
S000001433,2020-05-20,shop_33,TSH_30,1.0,22.0,22.0
S000001434,2020-05-19,shop_34,TSH_31,3.0,24.0,72.0
S000001435,2020-05-18,shop_35,TSH_32,1.0,24.0,24.0
S000001436,2020-05-17,shop_36,HOO_33,2.0,45.0,90.0
S000001437,2020-05-16,shop_37,HOO_34,2.0,48.0,96.0
S000001438,2020-05-15,shop_38,HOO_35,1.0,49.0,49.0
S000001439,2020-05-14,shop_39,SHO_36,1.0,60.0,60.0
S000001440,2020-06-12,shop_0,SHO_37,1.0,60.0,60.0
S000001441,2020-06-11,shop_1,SHO_38,4.0,60.0,240.0
S000001442,2020-06-10,shop_2,SHO_39,1.0,60.0,60.0
S000001443,2020-06-09,shop_3,SHO_40,1.0,60.0,60.0
S000001444,2020-06-08,shop_4,SHO_41,1.0,60.0,60.0
S000001445,2020-06-07,shop_5,TAB_42,2.0,210.0,420.0
S000001446,2020-06-06,shop_6,TAB_43,1.0,300.0,300.0
S000001447,2020-06-05,shop_7,CHA_44,3.0,60.0,180.0
S000001448,2020-06-04,shop_8,BED_45,1.0,150.0,150.0
S000001449,2020-06-03,shop_9,BED_46,2.0,300.0,600.0
S000001450,2020-06-02,shop_10,BED_47,2.0,395.0,790.0
S000001451,2020-06-01,shop_11,BED_48,1.0,440.0,440.0
S000001452,2020-05-31,shop_12,TSH_49,1.0,20.0,20.0
S000001453,2020-05-30,shop_13,TSH_50,1.0,20.0,20.0
S000001454,2020-05-29,shop_14,TSH_51,4.0,22.0,88.0
S000001455,2020-05-28,shop_15,TSH_52,1.0,24.0,24.0
S000001456,2020-05-27,shop_16,TSH_53,1.0,24.0,24.0
S000001457,2020-05-26,shop_17,HOO_54,1.0,45.0,45.0
S000001458,2020-05-25,shop_18,HOO_55,2.0,48.0,96.0
S000001459,2020-05-24,shop_19,HOO_56,1.0,49.0,49.0
S000001460,2020-05-23,shop_20,SHO_57,3.0,60.0,180.0
S000001461,2020-05-22,shop_21,SHO_58,1.0,60.0,60.0
S000001462,2020-05-21,shop_22,SHO_59,2.0,60.0,120.0
S000001463,2020-05-20,shop_23,SHO_60,2.0,60.0,120.0
S000001464,2020-05-19,shop_24,TAB_0,1.0,210.0,210.0
S000001465,2020-05-18,shop_25,TAB_1,1.0,300.0,300.0
S000001466,2020-05-17,shop_26,CHA_2,1.0,60.0,60.0
S000001467,2020-05-16,shop_27,BED_3,4.0,150.0,600.0
S000001468,2020-05-15,shop_28,BED_4,1.0,300.0,300.0
S000001469,2020-05-14,shop_29,BED_5,1.0,395.0,395.0
S000001470,2020-06-12,shop_30,BED_6,1.0,440.0,440.0
S000001471,2020-06-11,shop_31,TSH_7,2.0,20.0,40.0
S000001472,2020-06-10,shop_32,TSH_8,1.0,20.0,20.0
S000001473,2020-06-09,shop_33,TSH_9,3.0,22.0,66.0
S000001474,2020-06-08,shop_34,TSH_10,1.0,24.0,24.0
S000001475,2020-06-07,shop_35,TSH_11,2.0,24.0,48.0
S000001476,2020-06-06,shop_36,HOO_12,2.0,45.0,90.0
S000001477,2020-06-05,shop_37,HOO_13,1.0,48.0,48.0
S000001478,2020-06-04,shop_38,HOO_14,1.0,49.0,49.0
S000001479,2020-06-03,shop_39,SHO_15,1.0,60.0,60.0
S000001480,2020-06-02,shop_0,SHO_16,4.0,60.0,240.0
S000001481,2020-06-01,shop_1,SHO_17,1.0,60.0,60.0
S000001482,2020-05-31,shop_2,SHO_18,1.0,60.0,60.0
S000001483,2020-05-30,shop_3,SHO_19,1.0,60.0,60.0
S000001484,2020-05-29,shop_4,SHO_20,2.0,60.0,120.0
S000001485,2020-05-28,shop_5,TAB_21,1.0,210.0,210.0
S000001486,2020-05-27,shop_6,TAB_22,3.0,300.0,900.0
S000001487,2020-05-26,shop_7,CHA_23,1.0,60.0,60.0
S000001488,2020-05-25,shop_8,BED_24,2.0,150.0,300.0
S000001489,2020-05-24,shop_9,BED_25,2.0,300.0,600.0
S000001490,2020-05-23,shop_10,BED_26,1.0,395.0,395.0
S000001491,2020-05-22,shop_11,BED_27,1.0,440.0,440.0
S000001492,2020-05-21,shop_12,TSH_28,1.0,20.0,20.0
S000001493,2020-05-20,shop_13,TSH_29,4.0,20.0,80.0
S000001494,2020-05-19,shop_14,TSH_30,1.0,22.0,22.0
S000001495,2020-05-18,shop_15,TSH_31,1.0,24.0,24.0
S000001496,2020-05-17,shop_16,TSH_32,1.0,24.0,24.0
S000001497,2020-05-16,shop_17,HOO_33,2.0,45.0,90.0
S000001498,2020-05-15,shop_18,HOO_34,1.0,48.0,48.0
S000001499,2020-05-14,shop_19,HOO_35,3.0,49.0,147.0
S000001500,2020-06-12,shop_20,SHO_36,1.0,60.0,60.0
S000001501,2020-06-11,shop_21,SHO_37,2.0,60.0,120.0
S000001502,2020-06-10,shop_22,SHO_38,2.0,60.0,120.0
S000001503,2020-06-09,shop_23,SHO_39,1.0,60.0,60.0
S000001504,2020-06-08,shop_24,SHO_40,1.0,60.0,60.0
S000001505,2020-06-07,shop_25,SHO_41,1.0,60.0,60.0
S000001506,2020-06-06,shop_26,TAB_42,4.0,210.0,840.0
S000001507,2020-06-05,shop_27,TAB_43,1.0,300.0,300.0
S000001508,2020-06-04,shop_28,CHA_44,1.0,60.0,60.0
S000001509,2020-06-03,shop_29,BED_45,1.0,150.0,150.0
S000001510,2020-06-02,shop_30,BED_46,2.0,300.0,600.0
S000001511,2020-06-01,shop_31,BED_47,1.0,395.0,395.0
S000001512,2020-05-31,shop_32,BED_48,3.0,440.0,1320.0
S000001513,2020-05-30,shop_33,TSH_49,1.0,20.0,20.0
S000001514,2020-05-29,shop_34,TSH_50,2.0,20.0,40.0
S000001515,2020-05-28,shop_35,TSH_51,2.0,22.0,44.0
S000001516,2020-05-27,shop_36,TSH_52,1.0,24.0,24.0
S000001517,2020-05-26,shop_37,TSH_53,1.0,24.0,24.0
S000001518,2020-05-25,shop_38,HOO_54,1.0,45.0,45.0
S000001519,2020-05-24,shop_39,HOO_55,4.0,48.0,192.0
S000001520,2020-05-23,shop_0,HOO_56,1.0,49.0,49.0
S000001521,2020-05-22,shop_1,SHO_57,1.0,60.0,60.0
S000001522,2020-05-21,shop_2,SHO_58,1.0,60.0,60.0
S000001523,2020-05-20,shop_3,SHO_59,2.0,60.0,120.0
S000001524,2020-05-19,shop_4,SHO_60,1.0,60.0,60.0
S000001525,2020-05-18,shop_5,TAB_0,3.0,210.0,630.0
S000001526,2020-05-17,shop_6,TAB_1,1.0,300.0,300.0
S000001527,2020-05-16,shop_7,CHA_2,2.0,60.0,120.0
S000001528,2020-05-15,shop_8,BED_3,2.0,150.0,300.0
S000001529,2020-05-14,shop_9,BED_4,1.0,300.0,300.0
S000001530,2020-06-12,shop_10,BED_5,1.0,395.0,395.0
S000001531,2020-06-11,shop_11,BED_6,1.0,440.0,440.0
S000001532,2020-06-10,shop_12,TSH_7,4.0,20.0,80.0
S000001533,2020-06-09,shop_13,TSH_8,1.0,20.0,20.0
S000001534,2020-06-08,shop_14,TSH_9,1.0,22.0,22.0
S000001535,2020-06-07,shop_15,TSH_10,1.0,24.0,24.0
S000001536,2020-06-06,shop_16,TSH_11,2.0,24.0,48.0
S000001537,2020-06-05,shop_17,HOO_12,1.0,45.0,45.0
S000001538,2020-06-04,shop_18,HOO_13,3.0,48.0,144.0
S000001539,2020-06-03,shop_19,HOO_14,1.0,49.0,49.0
S000001540,2020-06-02,shop_20,SHO_15,2.0,60.0,120.0
S000001541,2020-06-01,shop_21,SHO_16,2.0,60.0,120.0
S000001542,2020-05-31,shop_22,SHO_17,1.0,60.0,60.0
S000001543,2020-05-30,shop_23,SHO_18,1.0,60.0,60.0
S000001544,2020-05-29,shop_24,SHO_19,1.0,60.0,60.0
S000001545,2020-05-28,shop_25,SHO_20,4.0,60.0,240.0
S000001546,2020-05-27,shop_26,TAB_21,1.0,210.0,210.0
S000001547,2020-05-26,shop_27,TAB_22,1.0,300.0,300.0
S000001548,2020-05-25,shop_28,CHA_23,1.0,60.0,60.0
S000001549,2020-05-24,shop_29,BED_24,2.0,150.0,300.0
S000001550,2020-05-23,shop_30,BED_25,1.0,300.0,300.0
S000001551,2020-05-22,shop_31,BED_26,3.0,395.0,1185.0
S000001552,2020-05-21,shop_32,BED_27,1.0,440.0,440.0
S000001553,2020-05-20,shop_33,TSH_28,2.0,20.0,40.0
S000001554,2020-05-19,shop_34,TSH_29,2.0,20.0,40.0
S000001555,2020-05-18,shop_35,TSH_30,1.0,22.0,22.0
S000001556,2020-05-17,shop_36,TSH_31,1.0,24.0,24.0
S000001557,2020-05-16,shop_37,TSH_32,1.0,24.0,24.0
S000001558,2020-05-15,shop_38,HOO_33,4.0,45.0,180.0
S000001559,2020-05-14,shop_39,HOO_34,1.0,48.0,48.0
S000001560,2020-06-12,shop_0,HOO_35,1.0,49.0,49.0
S000001561,2020-06-11,shop_1,SHO_36,1.0,60.0,60.0
S000001562,2020-06-10,shop_2,SHO_37,2.0,60.0,120.0
S000001563,2020-06-09,shop_3,SHO_38,1.0,60.0,60.0
S000001564,2020-06-08,shop_4,SHO_39,3.0,60.0,180.0
S000001565,2020-06-07,shop_5,SHO_40,1.0,60.0,60.0
S000001566,2020-06-06,shop_6,SHO_41,2.0,60.0,120.0
S000001567,2020-06-05,shop_7,TAB_42,2.0,210.0,420.0
S000001568,2020-06-04,shop_8,TAB_43,1.0,300.0,300.0
S000001569,2020-06-03,shop_9,CHA_44,1.0,60.0,60.0
S000001570,2020-06-02,shop_10,BED_45,1.0,150.0,150.0
S000001571,2020-06-01,shop_11,BED_46,4.0,300.0,1200.0
S000001572,2020-05-31,shop_12,BED_47,1.0,395.0,395.0
S000001573,2020-05-30,shop_13,BED_48,1.0,440.0,440.0
S000001574,2020-05-29,shop_14,TSH_49,1.0,20.0,20.0
S000001575,2020-05-28,shop_15,TSH_50,2.0,20.0,40.0
S000001576,2020-05-27,shop_16,TSH_51,1.0,22.0,22.0
S000001577,2020-05-26,shop_17,TSH_52,3.0,24.0,72.0
S000001578,2020-05-25,shop_18,TSH_53,1.0,24.0,24.0
S000001579,2020-05-24,shop_19,HOO_54,2.0,45.0,90.0
S000001580,2020-05-23,shop_20,HOO_55,2.0,48.0,96.0
S000001581,2020-05-22,shop_21,HOO_56,1.0,49.0,49.0
S000001582,2020-05-21,shop_22,SHO_57,1.0,60.0,60.0
S000001583,2020-05-20,shop_23,SHO_58,1.0,60.0,60.0
S000001584,2020-05-19,shop_24,SHO_59,4.0,60.0,240.0
S000001585,2020-05-18,shop_25,SHO_60,1.0,60.0,60.0
S000001586,2020-05-17,shop_26,TAB_0,1.0,210.0,210.0
S000001587,2020-05-16,shop_27,TAB_1,1.0,300.0,300.0
S000001588,2020-05-15,shop_28,CHA_2,2.0,60.0,120.0
S000001589,2020-05-14,shop_29,BED_3,1.0,150.0,150.0
S000001590,2020-06-12,shop_30,BED_4,3.0,300.0,900.0
S000001591,2020-06-11,shop_31,BED_5,1.0,395.0,395.0
S000001592,2020-06-10,shop_32,BED_6,2.0,440.0,880.0
S000001593,2020-06-09,shop_33,TSH_7,2.0,20.0,40.0
S000001594,2020-06-08,shop_34,TSH_8,1.0,20.0,20.0
S000001595,2020-06-07,shop_35,TSH_9,1.0,22.0,22.0
S000001596,2020-06-06,shop_36,TSH_10,1.0,24.0,24.0
S000001597,2020-06-05,shop_37,TSH_11,4.0,24.0,96.0
S000001598,2020-06-04,shop_38,HOO_12,1.0,45.0,45.0
S000001599,2020-06-03,shop_39,HOO_13,1.0,48.0,48.0
S000001600,2020-06-02,shop_0,HOO_14,1.0,49.0,49.0
S000001601,2020-06-01,shop_1,SHO_15,2.0,60.0,120.0
S000001602,2020-05-31,shop_2,SHO_16,1.0,60.0,60.0
S000001603,2020-05-30,shop_3,SHO_17,3.0,60.0,180.0
S000001604,2020-05-29,shop_4,SHO_18,1.0,60.0,60.0
S000001605,2020-05-28,shop_5,SHO_19,2.0,60.0,120.0
S000001606,2020-05-27,shop_6,SHO_20,2.0,60.0,120.0
S000001607,2020-05-26,shop_7,TAB_21,1.0,210.0,210.0
S000001608,2020-05-25,shop_8,TAB_22,1.0,300.0,300.0
S000001609,2020-05-24,shop_9,CHA_23,1.0,60.0,60.0
S000001610,2020-05-23,shop_10,BED_24,4.0,150.0,600.0
S000001611,2020-05-22,shop_11,BED_25,1.0,300.0,300.0
S000001612,2020-05-21,shop_12,BED_26,1.0,395.0,395.0
S000001613,2020-05-20,shop_13,BED_27,1.0,440.0,440.0
S000001614,2020-05-19,shop_14,TSH_28,2.0,20.0,40.0
S000001615,2020-05-18,shop_15,TSH_29,1.0,20.0,20.0
S000001616,2020-05-17,shop_16,TSH_30,3.0,22.0,66.0
S000001617,2020-05-16,shop_17,TSH_31,1.0,24.0,24.0
S000001618,2020-05-15,shop_18,TSH_32,2.0,24.0,48.0
S000001619,2020-05-14,shop_19,HOO_33,2.0,45.0,90.0
S000001620,2020-06-12,shop_20,HOO_34,1.0,48.0,48.0
S000001621,2020-06-11,shop_21,HOO_35,1.0,49.0,49.0
S000001622,2020-06-10,shop_22,SHO_36,1.0,60.0,60.0
S000001623,2020-06-09,shop_23,SHO_37,4.0,60.0,240.0
S000001624,2020-06-08,shop_24,SHO_38,1.0,60.0,60.0
S000001625,2020-06-07,shop_25,SHO_39,1.0,60.0,60.0
S000001626,2020-06-06,shop_26,SHO_40,1.0,60.0,60.0
S000001627,2020-06-05,shop_27,SHO_41,2.0,60.0,120.0
S000001628,2020-06-04,shop_28,TAB_42,1.0,210.0,210.0
S000001629,2020-06-03,shop_29,TAB_43,3.0,300.0,900.0
S000001630,2020-06-02,shop_30,CHA_44,1.0,60.0,60.0
S000001631,2020-06-01,shop_31,BED_45,2.0,150.0,300.0
S000001632,2020-05-31,shop_32,BED_46,2.0,300.0,600.0
S000001633,2020-05-30,shop_33,BED_47,1.0,395.0,395.0
S000001634,2020-05-29,shop_34,BED_48,1.0,440.0,440.0
S000001635,2020-05-28,shop_35,TSH_49,1.0,20.0,20.0
S000001636,2020-05-27,shop_36,TSH_50,4.0,20.0,80.0
S000001637,2020-05-26,shop_37,TSH_51,1.0,22.0,22.0
S000001638,2020-05-25,shop_38,TSH_52,1.0,24.0,24.0
S000001639,2020-05-24,shop_39,TSH_53,1.0,24.0,24.0
S000001640,2020-05-23,shop_0,HOO_54,2.0,45.0,90.0
S000001641,2020-05-22,shop_1,HOO_55,1.0,48.0,48.0
S000001642,2020-05-21,shop_2,HOO_56,3.0,49.0,147.0
S000001643,2020-05-20,shop_3,SHO_57,1.0,60.0,60.0
S000001644,2020-05-19,shop_4,SHO_58,2.0,60.0,120.0
S000001645,2020-05-18,shop_5,SHO_59,2.0,60.0,120.0
S000001646,2020-05-17,shop_6,SHO_60,1.0,60.0,60.0
S000001647,2020-05-16,shop_7,TAB_0,1.0,210.0,210.0
S000001648,2020-05-15,shop_8,TAB_1,1.0,300.0,300.0
S000001649,2020-05-14,shop_9,CHA_2,4.0,60.0,240.0
S000001650,2020-06-12,shop_10,BED_3,1.0,150.0,150.0
S000001651,2020-06-11,shop_11,BED_4,1.0,300.0,300.0
S000001652,2020-06-10,shop_12,BED_5,1.0,395.0,395.0
S000001653,2020-06-09,shop_13,BED_6,2.0,440.0,880.0
S000001654,2020-06-08,shop_14,TSH_7,1.0,20.0,20.0
S000001655,2020-06-07,shop_15,TSH_8,3.0,20.0,60.0
S000001656,2020-06-06,shop_16,TSH_9,1.0,22.0,22.0
S000001657,2020-06-05,shop_17,TSH_10,2.0,24.0,48.0
S000001658,2020-06-04,shop_18,TSH_11,2.0,24.0,48.0
S000001659,2020-06-03,shop_19,HOO_12,1.0,45.0,45.0
S000001660,2020-06-02,shop_20,HOO_13,1.0,48.0,48.0
S000001661,2020-06-01,shop_21,HOO_14,1.0,49.0,49.0
S000001662,2020-05-31,shop_22,SHO_15,4.0,60.0,240.0
S000001663,2020-05-30,shop_23,SHO_16,1.0,60.0,60.0
S000001664,2020-05-29,shop_24,SHO_17,1.0,60.0,60.0
S000001665,2020-05-28,shop_25,SHO_18,1.0,60.0,60.0
S000001666,2020-05-27,shop_26,SHO_19,2.0,60.0,120.0
S000001667,2020-05-26,shop_27,SHO_20,1.0,60.0,60.0
S000001668,2020-05-25,shop_28,TAB_21,3.0,210.0,630.0
S000001669,2020-05-24,shop_29,TAB_22,1.0,300.0,300.0
S000001670,2020-05-23,shop_30,CHA_23,2.0,60.0,120.0
S000001671,2020-05-22,shop_31,BED_24,2.0,150.0,300.0
S000001672,2020-05-21,shop_32,BED_25,1.0,300.0,300.0
S000001673,2020-05-20,shop_33,BED_26,1.0,395.0,395.0
S000001674,2020-05-19,shop_34,BED_27,1.0,440.0,440.0
S000001675,2020-05-18,shop_35,TSH_28,4.0,20.0,80.0
S000001676,2020-05-17,shop_36,TSH_29,1.0,20.0,20.0
S000001677,2020-05-16,shop_37,TSH_30,1.0,22.0,22.0
